Job titel,Company name,Address,Job type,Workplace,Job skills,Links
Senior Quality Control Engineer,Saint-Gobain -,"Ain Sokhna, Suez, Egypt",Full Time,On-site,Experienced · 3+ Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Engineering · Quality Assurance · Quality Control,https://wuzzuf.net/jobs/p/jmos2jddptae-senior-quality-control-engineer-saint-gobain-suez-egypt
Sr. Tax Accountant,FlexFilms Egypt -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · Accounting · Tax · Finance · Tax Compliance · Financial Reporting · Audit Preparation · Microsoft Excel · ERP Systems · Analytical Skills,https://wuzzuf.net/jobs/p/7qlwmfaxllre-sr-tax-accountant-flexfilms-egypt-giza-egypt
BI Developer,Egabi FSI  -,"Sheraton, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Oracle Obiee · SQL · Power BI · Tableau · Reporting · BI reports,https://wuzzuf.net/jobs/p/78snev9afwiy-bi-developer-egabi-fsi-cairo-egypt
General Accountant,Allied Engineering & projects  -,"Giza, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Reporting · General Ledger · Reconciliation · Accounts Payable · Accounts Receivable · Microsoft Excel · ERP Systems,https://wuzzuf.net/jobs/p/9k8cnu8dz3hm-general-accountant-allied-engineering-projects-giza-egypt
Electrical Site Engineer,Power Solutions -,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Design · Communication · Electrical · Electrical Engineering · Manufacturing · Mechanical Engineering · Sales · Safety,https://wuzzuf.net/jobs/p/ik0dmr1wxplm-electrical-site-engineer-power-solutions-giza-egypt
Legal Consultant,Confidential -,"Cairo, Egypt",Full Time,On-site,Experienced · 15 - 20 Yrs of Exp · Strategy/Consulting · Training/Instructor · contract drafting · contract review · training agreements · Financial Services · investment law,https://wuzzuf.net/jobs/p/pagku4x02ozf-legal-consultant-cairo-egypt
production engineer,Jaffangroup -,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · males_only · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Engineering · Mechanical Engineering · Production,https://wuzzuf.net/jobs/p/abesdtxftw5q-production-engineer-jaffangroup-cairo-egypt
Lead (App Growth),Aman   -,"Maadi, Cairo, Egypt",Full Time,On-site,Manager · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Digital Marketing · Application Development · Agile · SQL · CRM · Information Technology (IT) · Computer Science · Testing,https://wuzzuf.net/jobs/p/3yog6pefycir-lead-app-growth-aman-cairo-egypt
CEO Assistant,NASS Academy -,"Mokattam, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · females_only · Administration · IT/Software Development · Operations/Management · Administration · Office management · Microsoft Certified IT Professional · Business Administration,https://wuzzuf.net/jobs/p/jlvllfscxkoq-ceo-assistant-nass-academy-cairo-egypt
Payroll Specialist,Saudi German Hospital  -,"New Nozha, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · Human Resources · Human Resources · Human Resources (HR) · Payroll · Business Administration · Finance,https://wuzzuf.net/jobs/p/bk3hxojywqys-payroll-specialist-saudi-german-hospital-cairo-egypt
Project Controls & Planning Manager (French-Speaking),Atkins Realis -,"Nasr City, Cairo, Egypt",Full Time,On-site,Manager · 10 - 18 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Planning · Project Cost Control · Cost Control · Project · Project Controls · Project Management · Engineering,https://wuzzuf.net/jobs/p/c3wwgy1jf0rt-project-controls-planning-manager-french-speaking-atkins-realis-cairo-egypt
"Warehousing Engineer "" Internship""",ICON Holding -,"Helwan, Cairo, Egypt",Internship,On-site,Entry Level · Logistics/Supply Chain · Engineering - Mechanical/Electrical · Warehousing · Logistics · Computer Science · Engineering · Information Technology (IT) · Mechanical · Mechanical Engineering · Production,https://wuzzuf.net/internship/kscomg0igrpx-warehousing-engineer-internship-icon-holding-cairo-egypt
"Supply Chain Planning Engineer "" Internship""",ICON Holding -,"Helwan, Cairo, Egypt",Internship,On-site,Entry Level · Logistics/Supply Chain · Engineering - Other · Engineering · Planning · Supply Chain · Industrial Engineering · Mechanical · Logistics · Mechanical Engineering · Purchasing,https://wuzzuf.net/internship/brszdv6qc9dm-supply-chain-planning-engineer-internship-icon-holding-cairo-egypt
HR Deputy Manager / Senior Supervisor (HRBP),KORRUN GROUP -,"Ismailia, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Human Resources · Human Resources (HR) · Employee Relations · Compensation,https://wuzzuf.net/jobs/p/kqw8gnyxrt7f-hr-deputy-manager-senior-supervisor-hrbp-korrun-group-ismailia-egypt
Injection Production Manager,El Teriak Industrial Group -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 5 - 8 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Management · Manufacturing · Production,https://wuzzuf.net/jobs/p/pwqtijmdiukg-injection-production-manager-el-teriak-industrial-group-giza-egypt
Senior Digital and Loyality Marketing Executive,SIPES -,"Cairo, Egypt",Full Time,On-site,Experienced · 4 - 6 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · E-Marketing · Social Media,https://wuzzuf.net/jobs/p/wglkm5xpmoho-senior-digital-and-loyality-marketing-executive-sipes-cairo-egypt
Media Buyer,Brand Revenue -,"Alexandria, Egypt",Full Time,Remote,Senior Management · 2 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Purchasing/Procurement · Digital Marketing · Social Media · Marketing,https://wuzzuf.net/jobs/p/ys82ew9a7kjt-media-buyer-brand-revenue-alexandria-egypt
Senior Accountant,Cultiv -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting · Finance,https://wuzzuf.net/jobs/p/cyqfnuavvude-senior-accountant-cultiv-cairo-egypt
Senior Industrial Engineer (Steel Fabrication),Zamil Steel Buildings Co -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 10 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Other · Engineering · Steel Fabrication · Steel · Mechanical Engineering · Industrial Engineering,https://wuzzuf.net/jobs/p/ul9ajrji60gt-senior-industrial-engineer-steel-fabrication-zamil-steel-buildings-co-giza-egypt
Material Planner,porcelia -,"Rehab City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Logistics · Material Planning · Production · Supply Chain,https://wuzzuf.net/jobs/p/0dp1n7hbryil-material-planner-porcelia-cairo-egypt
Senior Performance Marketing Specialist (Remote – Full Time),tech technology  -,"Cairo, Egypt",Full Time,Remote,Senior Management · 6 - 11 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · E-Marketing · Social Media · Marketing,https://wuzzuf.net/jobs/p/bvnrsmf5aykw-senior-performance-marketing-specialist-remote-full-time-tech-technology-cairo-egypt
Infection Control Specialist,Saudi German Hospital  -,"Nozha, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Medical/Healthcare · Infection Control · Communication · Medical · Quality Control · Management,https://wuzzuf.net/jobs/p/bxxvdhxr9qwz-infection-control-specialist-saudi-german-hospital-cairo-egypt
Media Production and Digital Marketing Specialist,Build with protein -,"Cairo, Egypt",Full Time,Remote,Experienced · 3 - 7 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Digital Marketing · E-Marketing · Graphic Design · Marketing · Social Media · Design,https://wuzzuf.net/jobs/p/yks1sfvfw0xy-media-production-and-digital-marketing-specialist-build-with-protein-cairo-egypt
Electrical Site Engineer,Modern Controls  -,"Giza, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical · Electrical Site · Communication · Negotiation · Electrical Engineering · Engineering · Multitasking,https://wuzzuf.net/jobs/p/2avbxvm54wkn-electrical-site-engineer-modern-controls-giza-egypt
Production Manager Assistant (Chinese Speaker),OPPO Egypt  Manufacturing -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Administration · Operations/Management · Manufacturing/Production · Chinese · Hsk · Translation · Microsoft Office · excel · Production · English,https://wuzzuf.net/jobs/p/suugayel2cy4-production-manager-assistant-chinese-speaker-oppo-egypt-manufacturing-cairo-egypt
General Accountant,Biobusiness -,"Hadayek Alahram, Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Financial Management · Finance,https://wuzzuf.net/jobs/p/sghtjb4fpadx-general-accountant-biobusiness-giza-egypt
Payable Accountant Specialist,Cairo Three A  Poultry  -,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Accounting · Accounts Payable · Finance,https://wuzzuf.net/jobs/p/pxkgzvwgpc9a-payable-accountant-specialist-cairo-three-a-poultry-cairo-egypt
Accountant,AG Jobs  -,"Alexandria, Egypt",Full Time,On-site,Senior Management · 8 - 20 Yrs of Exp · Accounting/Finance · Operations/Management · Sales/Retail · Accounting · HR · Administration · Warehouse Management · Operations Management · Customer Service,https://wuzzuf.net/jobs/p/ffqtfhb0jgty-accountant-ag-jobs-alexandria-egypt
Senior Reliability Maintenance Engineer (Mobile Equipment),Confidential -,"Alexandria, Egypt",Full Time,On-site,Experienced · 6 - 9 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Maintenance Engineering · Construction · Maintenance · Mechanical Engineering · CMMS · Communication · Computer Science · Engineering,https://wuzzuf.net/jobs/p/aorlteozud1h-senior-reliability-maintenance-engineer-mobile-equipment-alexandria-egypt
Strategy & Organization Development Senior Manager,Confidential -,"Cairo, Egypt",Full Time,On-site,Manager · 18+ Yrs of Exp · Operations/Management · Strategy · Strategic Planning · Strategic Thinking · Business Administration · Business Development · Computer Science · Development · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/k8vwobpe3aw9-strategy-organization-development-senior-manager-cairo-egypt
VP of Operations Associate,Deutschland Technology Limited -,"Obour City, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Business Development · Operations/Management · Engineering - Other · Engineering · Microsoft Office · Business Development · Operations Management · Strategic Planning · Follow-up & Reporting · Executive Support,https://wuzzuf.net/jobs/p/minrfkx2mvuv-vp-of-operations-associate-deutschland-technology-limited-cairo-egypt
Human Resource Business Partner,Aman   -,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment,https://wuzzuf.net/jobs/p/larijgpw8bxk-human-resource-business-partner-aman-cairo-egypt
Senior Logistics Specialist (Import & Export),Rubyred Garment -,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Logistics/Supply Chain · Marketing/PR/Advertising · Media/Journalism/Publishing · Export · Microsoft Office · Logistics · Purchasing · Supply Chain,https://wuzzuf.net/jobs/p/rzcrjfnrqscq-senior-logistics-specialist-import-export-rubyred-garment-alexandria-egypt
Accounts Payable Accountant (AP Accountant),BioEnergy -,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level · 0 - 3 Yrs of Exp · Accounting/Finance · Accounting · Accounts Payable · AP · Finance,https://wuzzuf.net/jobs/p/rlqdqynmmz5t-accounts-payable-accountant-ap-accountant-bioenergy-cairo-egypt
Marketing Team Leader,GL Print  -,"Maadi, Cairo, Egypt",Full Time,On-site,Manager · 7 - 9 Yrs of Exp · Marketing/PR/Advertising · Administration · Advertising · Management · Planning · Market Research · Business Administration · Marketing · Social Media,https://wuzzuf.net/jobs/p/b5hnowlxlnjf-marketing-team-leader-gl-print-cairo-egypt
Sales Account Manager,Misr International Systems  -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales Engineering · Marketing · Selling · IT solutions · Thales · Cybersecurity · System Integration,https://wuzzuf.net/jobs/p/1xlmhwvwscho-sales-account-manager-misr-international-systems-giza-egypt
Senior Google Ads & Lead Generation Specialist,VIP RENT A CAR - L.L.C  -,"Cairo, Egypt",Full Time,Remote,Manager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Ads · Google Ads · Lead Generation,https://wuzzuf.net/jobs/p/lecmpszrzjrl-senior-google-ads-lead-generation-specialist-vip-rent-a-car-l-l-c-cairo-egypt
Quality Control Engineer,Trust  -,"khanka, Qalubia, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Engineering · Quality Assurance · Quality Control · Management · Manufacturing · Mechanical Engineering · Production,https://wuzzuf.net/jobs/p/q8ltryajgene-quality-control-engineer-trust-qalubia-egypt
Supply Chain Planning Section Head,Orient -,"Shubra, Cairo, Egypt",Full Time,On-site,Manager · 5 - 8 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Logistics · Microsoft Office · Planning · Supply · Production · Manufacturing · Supply Chain · Material Planning,https://wuzzuf.net/jobs/p/tqajgxtksw2e-supply-chain-planning-section-head-orient-cairo-egypt
Mechatronics Engineer,Circle K -,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · Mechanical Engineering · Mechatronics,https://wuzzuf.net/jobs/p/bld1uqo20wjw-mechatronics-engineer-circle-k-cairo-egypt
Inpatient Accountant,Cleopatra Hospitals Group -,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Management · inpatient accounting,https://wuzzuf.net/jobs/p/zw397qkzlmyn-inpatient-accountant-cleopatra-hospitals-group-cairo-egypt
BIM Electrical Design Engineer,East Engineering Consultancy  -,"Cairo, Egypt",Full Time,On-site,Experienced · 8 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · AutoCAD · Design · Electrical Design · Electrical Engineering · BIM · Engineering,https://wuzzuf.net/jobs/p/8p2himklatgj-bim-electrical-design-engineer-east-engineering-consultancy-cairo-egypt
Bid & Proposal Engineer,EAST  -,"Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Electrical Engineering · Construction · Engineering · MS Office · Proposals · Microsoft Office · Sales · Tendering,https://wuzzuf.net/jobs/p/rnfutrobnxt7-bid-proposal-engineer-east-cairo-egypt
Supply Chain Coordinator,IFT Corporation -,"Mokattam, Cairo, Egypt",Internship,On-site,Entry Level · Logistics/Supply Chain · Purchasing/Procurement · Supply Chain · Logistics · Supply · Procurement · Microsoft Office · Purchasing · Veterinary,https://wuzzuf.net/internship/jodjtthfjkqr-supply-chain-coordinator-ift-corporation-cairo-egypt
Production Engineer,Confidential -,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Manufacturing · Production · Engineering · Mechanical Engineering,https://wuzzuf.net/jobs/p/vntrnaqrhnsb-production-engineer-giza-egypt
Senior Payroll Specialist,Confidential -,"Misratah, Libya",Full Time,On-site,Experienced · 4 - 6 Yrs of Exp · males_only · Human Resources · Human Resources (HR) · Microsoft Office · Payroll,https://wuzzuf.net/jobs/p/nzyijvfrcyqo-senior-payroll-specialist-misratah-libya
Business Solution Engineer,Khales -,"Giza, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/ka9u3y3nnlkq-business-solution-engineer-khales-giza-egypt
Warehouse Operations Team Leader (Shabramant & Mostorod),Tawfeer -,"Musturad, Qalubia, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Logistics/Supply Chain · Operations/Management · E-Commerce · Operations Management · Team Leadership · Warehouse Operations · Supply Chain · Warehousing,https://wuzzuf.net/jobs/p/zjfby3takrh8-warehouse-operations-team-leader-shabramant-mostorod-tawfeer-qalubia-egypt
Quality Engineer,FUTEC -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced · 2 - 3 Yrs of Exp · Quality · Engineering - Other · Engineering · Quality Control · ISO 9001 · Manufacturing · Microsoft Office · Quality Assurance · Six Sigma · Testing,https://wuzzuf.net/jobs/p/ei7pbap4maj7-quality-engineer-futec-sharqia-egypt
Stock Controller Accountant,Alsharq Kaan Textile -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · males_only · Accounting/Finance · Manufacturing/Production · Stock · Stock Control · Accounting,https://wuzzuf.net/jobs/p/tpvznm0gqfzy-stock-controller-accountant-alsharq-kaan-textile-sharqia-egypt
Senior Sales Support Specialist,Power Solutions -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · females_only · Customer Service/Support · Sales/Retail · Sales Support · Sales · Customer Service · Customer Support · Administration · Business Administration · CRM · Marketing,https://wuzzuf.net/jobs/p/t9stxkr6my4u-senior-sales-support-specialist-power-solutions-giza-egypt
Cost Accountant (Manufacturing & Inventory),BioEnergy -,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level · 0 - 3 Yrs of Exp · Accounting/Finance · Cost Accounting · Accounting · Manufacturing,https://wuzzuf.net/jobs/p/t5kgueksejvf-cost-accountant-manufacturing-inventory-bioenergy-cairo-egypt
Electrical Site Engineer,MENA For Contracting & Trading -,"North Coast, Alexandria, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Electrical · Electrical Engineer · Electrical Engineering · Communication,https://wuzzuf.net/jobs/p/7xbabn2tfzy9-electrical-site-engineer-mena-for-contracting-trading-alexandria-egypt
Senior Procurement Specialist,ACMA for Chemicals and Mining  -,"Beni Suef, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · males_only · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics · Procurement · Purchasing · Supply Chain · Contracting · Vendor Management · International Purchasing,https://wuzzuf.net/jobs/p/qfrwtozxmexm-senior-procurement-specialist-acma-for-chemicals-and-mining-beni-suef-egypt
English Department Supervisor - National Language School,Confidential -,"Madinaty, Cairo, Egypt",Full Time,On-site,Senior Management · 1 - 3 Yrs of Exp · Operations/Management · Education/Teaching · Curriculum Development · Development · Education · English · Leadership · Management · Teaching · Curriculum,https://wuzzuf.net/jobs/p/tgibs3ysciaa-english-department-supervisor-national-language-school-cairo-egypt
Odoo Functional Consultant / Implementer,Original International For trailers -,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · males_only · IT/Software Development · Manufacturing/Production · Engineering - Telecom/Technology · ERP · Odoo · ERP Implementation Consultant · Odoo ERP · Odoo Development · Information Technology (IT),https://wuzzuf.net/jobs/p/tmmukb12dgg0-odoo-functional-consultant-implementer-original-international-for-trailers-cairo-egypt
Financial Controlling Specialist (Outsource).,Prometeon tyres group – Egypt -,"Alexandria, Egypt",Full Time,Hybrid,Entry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Finance · Power BI · Microsoft Excel · Accounting · CMA · ACCA · IFRS · Business Administration · ERP,https://wuzzuf.net/jobs/p/yjmhjxvakmx4-financial-controlling-specialist-outsource-prometeon-tyres-group-egypt-alexandria-egypt
Operation Team Leader,Confidential -,"Damietta, Damietta, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · males_only · Business Development · Engineering - Telecom/Technology · Information Technology (IT) · Process Improvement · Customer Satisfaction,https://wuzzuf.net/jobs/p/3zhvcdpvdzen-operation-team-leader-damietta-egypt
Digital Marketing Specialist,Build with protein -,"Cairo, Egypt",Full Time,Remote,Experienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Digital Marketing · E-Marketing · Marketing · SEO · Social Media · SEM,https://wuzzuf.net/jobs/p/pqo5rwmed14h-digital-marketing-specialist-build-with-protein-cairo-egypt
Financial Planning Analyst,Beyti - an Almarai Subsidiary  -,"Alexandria, Egypt",Full Time,On-site,Experienced · 3+ Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Finance · Manufacturing · Supply Chain · Supply Chain finance · Financial Planning · Financial Services · Financial Accounting,https://wuzzuf.net/jobs/p/3lruob71afld-financial-planning-analyst-beyti-an-almarai-subsidiary-alexandria-egypt
SAP MM Consultant,IGI-Group -,"Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · ABAP · SAP MM · SAP · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/yodww9xayrjp-sap-mm-consultant-igi-group-giza-egypt
Human Resources Generalist,MG  -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Human Resources · Human Resources · Human Resources (HR) · Microsoft Office · Recruitment · Personnel,https://wuzzuf.net/jobs/p/mkxc6fcpqi13-human-resources-generalist-mg-cairo-egypt
Production Engineer (1–2 Years Experience),ABCO Group  -,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Engineering · Manufacturing · Mechanical Engineering · Production,https://wuzzuf.net/jobs/p/hxcri4jutcyf-production-engineer-1-2-years-experience-abco-group-alexandria-egypt
Senior Payroll,Professional Service - Proserv -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 4 Yrs of Exp · Human Resources · Human Resources (HR) · Payroll · Microsoft Office · Personnel · HR,https://wuzzuf.net/jobs/p/g93retczwtql-senior-payroll-professional-service-proserv-cairo-egypt
Procurement Officer,"Himed Egypt (Medin, Hamilton) -","Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Procurement · Purchasing · Logistics · Supply Chain · Business Administration · Microsoft Office · Shipping · Medical,https://wuzzuf.net/jobs/p/c2jnih3qtzbr-procurement-officer-himed-egypt-medin-hamilton-cairo-egypt
Sales Team Lead - Digital Sales,Carofi -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Sales/Retail · Telecommunication · Negotiation · sales skills · Team Leadership,https://wuzzuf.net/jobs/p/2iximqitc7qx-sales-team-lead-digital-sales-carofi-cairo-egypt
fleet manager,Jaffangroup -,"Obour City, Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Operations/Management · Fleet Management · Microsoft Excel · Management · Logistics,https://wuzzuf.net/jobs/p/xprviiwurrdi-fleet-manager-jaffangroup-cairo-egypt
Oracle APEX Developer,ICIS -,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · PL/SQL · Oracle Database · Oracle · Software Development · SQL · Database,https://wuzzuf.net/jobs/p/5fiergofyeuz-oracle-apex-developer-icis-cairo-egypt
Microbiology Analyst,National Company For Maize Products -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · males_only · R&D/Science · Medical/Healthcare · Quality · Microbiological Testing · Instrumental Background · Microbiology · Biochemistry · Chemistry · ESLP · Pharmacy,https://wuzzuf.net/jobs/p/rvpx9tldz879-microbiology-analyst-national-company-for-maize-products-sharqia-egypt
Microbiology Lab Engineer,Beyti - an Almarai Subsidiary  -,"Noubaria, Beheira, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Quality · Microbiology · Quality Control,https://wuzzuf.net/jobs/p/c2yfe3tgtnjz-microbiology-lab-engineer-beyti-an-almarai-subsidiary-beheira-egypt
Investigation Department Manager,"The Micro, Small & Medium Enterprise Development Agency  -","Dokki, Giza, Egypt",Full Time,On-site,Manager · 7 - 15 Yrs of Exp · Accounting/Finance · Operations/Management · Management · Administration · Finance · Accounting,https://wuzzuf.net/jobs/p/jwe8stvwl49n-investigation-department-manager-the-micro-small-medium-enterprise-development-agency-giza-egypt
Documentation Officer,APEX Pharma -,"Badr City, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Administration · Pharmaceutical · QA · GMP · quality · Quality Assurance · GDP · Pharmacy · Science · Quality Control,https://wuzzuf.net/jobs/p/rn89g7hgi0ke-documentation-officer-apex-pharma-cairo-egypt
IT Infrastructure Supervisor - Fayoum Site,Logistica -,"Fayoum, Fayoum, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · network · Information Systems · communication devices hard and software,https://wuzzuf.net/jobs/p/inuj9x0ingcq-it-infrastructure-supervisor-fayoum-site-logistica-fayoum-egypt
Inventory and Cost Controller,الشرقية للضفائر الكهربائية -elsharkia for electric wiring harness  -,"Belbes, Sharqia, Egypt",Full Time,On-site,Senior Management · 7 - 20 Yrs of Exp · Accounting/Finance · Accounting · Cost Control · Finance · Engineering · Inventory Control · Manufacturing · Microsoft Excel · Stock,https://wuzzuf.net/jobs/p/bnkymmvlmxlq-inventory-and-cost-controller-alshrky-lldfayr-alkhrbayy-elsharkia-for-electric-wiring-harness-sharqia-egypt
GL Supervisor,El Ola steel Group -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · ERP System · Accounting · Finance,https://wuzzuf.net/jobs/p/wfi1sh6qaj6a-gl-supervisor-el-ola-steel-group-giza-egypt
QC/QA Intern ( October and Bani Suef ),Olam SVI -,"6th of October, Giza, Egypt",Internship,On-site,Entry Level · Quality · QA · QC · Quality Assurance · Quality Control · Research Development · Food Processing · Food Production · Food Science · Food Manufacturing,https://wuzzuf.net/internship/ioxygjkbcsm9-qcqa-intern-october-and-bani-suef-olam-svi-giza-egypt
Human Resource-Payroll,Kadmar Group -,"Mansheya, Alexandria, Egypt",Full Time,On-site,Experienced · 1 - 3 Yrs of Exp · Accounting/Finance · Administration · Human Resources · Payroll · Human Resources (HR) · Microsoft Office,https://wuzzuf.net/jobs/p/x8pqibzcwus1-human-resource-payroll-kadmar-group-alexandria-egypt
Clinical Intelligence & Operations Associate (Physician),Revive Medical Group -,"Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Medical/Healthcare · Proactive and reliable · Able to take ownership without constant supervision · Able to manage multiple priorities without losing structure,https://wuzzuf.net/jobs/p/wtayvkz7qyz5-clinical-intelligence-operations-associate-physician-revive-medical-group-cairo-egypt
Logistics Operations Specialist,TyrePro Egypt Co. - Continental Tyres -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Logistics · Supply · Supply Chain · Purchasing · Microsoft Excel · Management · Communication · Business Administration,https://wuzzuf.net/jobs/p/6yhpcyji4z1q-logistics-operations-specialist-tyrepro-egypt-co-continental-tyres-cairo-egypt
